subjectId,randCondNum,validationRadio,subjectValidation1,expTime_min,minRespTime_sec,iwould_large,iwould_small,iexpectOther_large,iexpectOther_small,dem_gender,dem_language,val_recognized,val_familiar,val_feedback,Data_Set,HITID,val0(7510),val1(disdain),val2(jealousy),val3(AF25HAS),val4(steal),val5(pia2_D_a2_C),val6(pia2_D_a2_C),Excluded,Notes
66544c5fd3a58a49030c3bdc8365758d18c892281fe6b29d16987f94,141,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,12.09823333,40.554,-1,1,2,3,male,english,No.,Yes,None.,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
998966612f10741e779a949280682fce47b8d68339dd81fd7e1493c7,129,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,12.64923333,36.726,0,1,3,3,female,English,no,yes I did.,This was fun. I wish I could of seen the outcome of the video clip.,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
801b492757a798d3915adc9ab68dafde02b9369063505cf47480b5f1,64,[7510  disdain  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_C_a2_C],0,10.79805,26.639,1,1,3,3,male,english,no,yes  but not certain how to evaluate contempt ,ty this was far more fun than other surveys thanks.,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,split,pia2_C_a2_C,pia2_C_a2_C,0,
fa50ff66629a9ac66ebbac5ac9cf65f552a0ea9cd9a8c4d9e0acb1a5,64,[7510  satisfaction  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,11.95403333,36.084,-1,1,-1,1,female,english,no,yes,no comments good study,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,satisfaction,,,,pia2_C_a2_C,,0,
d57ed5c4c7d58ab58a73f61d0908cd8eb848b084e6cb9556d042c6a0,45,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,8.749866667,25.05,0,0,1,1,,English,None,Yes,N/A,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
1b10994f2f236122fd8efefeedaa97bd8917c29998c202280230e142,11,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,13.44423333,34.88,-1,-1,1,2,female,English,no,yes,n/a,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
6abfea33dc6628973496aacd441f2cd7bceb434b28e0a988154c9638,129,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,13.27333333,33.178,-1,-1,-1,-2,male,English,No,I understood all of them,,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
d0f3b8fae1371f4643d7b26ddef51f8d32c0ae7d33535acb40f512fc,12,[7510  satisfaction  respect  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,12.97776667,27.131,-1,-1,-1,1,female,English,No,Yes I understood,This was fun.,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,satisfaction,respect,,,,pia2_C_a2_C,0,
73f3de4a28c6077d1c267436e763871bfd5b9ab94c685e8de6e19064,11,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,10.90848333,32.632,0,-1,-1,1,female,English,No,Yes  I understood and was familiar with them all,N/A,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
c036592ccd7801e719ad301d782e9b9dfaca469297338bd553c5f595,102,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,15.13093333,28.027,-1,1,-1,2,female,English,No,yes  and I was familiar with all emotions,good survey  thank you,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
e253b371dc5615431302f9b072636ad837972080c1c9eaa482eb7ff4,141,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,10.81553333,34.951,-1,-1,-2,-2,male,English,no,yes,no,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
2b0a210211d79167dc2e7df249a0d1332b0f6fa9b19d20b84a9d15bf,67,[7510  satisfaction  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_C_a2_C],0,11.30306667,31.698,-1,-1,-1,-3,female,English,no,yes,no,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,satisfaction,,,split,pia2_C_a2_C,pia2_C_a2_C,0,
85057fba198f8a41290fc35c6faae7df09f3faf1b7743a02426d04c9,112,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,12.61468333,33.855,-1,-1,-3,-3,male,English,No,Yes,None,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
47a0de821840c8d2923087681671f311bf07a75942145014d858aadf,67,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,15.20903333,43.17,1,-1,1,-3,female,english,no,yes,it was fun to do and interesting to do.,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
fc7d47b5d6b6b9141f5354deca6daa3bfd629c17f062a688f8acd104,146,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,14.44715,42.741,0,0,1,-2,female,English,no,Fury,no,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,pia2_C_a2_C,0,
a2bc24fabad7f35eec78f40f3b99f02525912b47957cb3d67e64d94d,102,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,9.42155,28.366,-1,1,-1,2,male,English,No,Yes,I really enjoyed this HIT! Hopefully there will be future opportunities to participate in HITs similar to this one!,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
e9d9f5a916c6ca441d9d886bfeac2ae5a81d31dfd47a265b74867323,75,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,12.80971667,31.23,-1,-1,-1,1,female,english,no,I recognized all. Pobably least familiar would be pride maybe.,,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
33ebbf0049b97bb87474bc340a0edea7d8f4d2c37b694618c99b21d8,53,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,11.5499,27.121,1,1,1,3,male,English,I did not recognize the video or images from this hit. ,I understood all of the emotional labels and there were none I was least familiar with. ,I really enjoyed this hit  thank you very much!!,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
d34baf41082d3809429129027f47fea43e8bc5b81121d83245983fc2,12,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,14.87075,35.9,-1,-1,3,3,female,English,No,Yes,Fun HIT!,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
817595314db8295678f6d0d9d83a610a378d18ab2345a505ff776ff4,37,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,16.2996,59.827,-1,-1,-2,2,female,English,No,I understood them all,N/A,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
1a359178ea3bf700bc21579fc8063c42bf0714f335d9eef82197ba7a,51,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,12.78266667,33.902,1,1,3,3,,english,,Yes  I understood the emotions,no,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
cf75837c0a39a8ddbe26e3fd655f3bee933d97dc91037ac7bc15df3f,90,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,14.31113333,58.828,-1,1,-3,2,female,English,no,I understood them all,interesting and fun!,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
32dc46e57ca0d2b00690ef910248bb9363b7b526ae4ce336fec61a89,37,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,11.10245,37.341,-1,1,1,3,male,English,no,yes,,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
6af008608ad20b20e2370733242e6a69513bfd4a59f72e01d77b4d32,75,[7510  satisfaction  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,15.2106,27.232,-1,-1,1,1,female,english,no,yes,this was fun. ,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,satisfaction,,,,,pia2_C_a2_C,0,
1f14ff803501895443e60c63f253741b3ce09d5513ca29b6ab9ca801,53,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,16.49826667,54.799,-1,-1,2,-3,female,English,No,Pride,No,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,pia2_C_a2_C,0,
235fa8b237cdd375dd4bdeff94135ff6d227204dcd37307b321e90f6,45,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,16.24126667,53.517,1,-1,2,-3,male,English,No,Yes,None,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
b48bd5fc76c43dd7aa293ea4f08cf823e720227ae0cf4ab838b31e41,51,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,16.69428333,42.509,-1,1,-1,2,male,english,I don-t,I do,I can-t believe you left me hanging on the video. That was rude. I really wanted to see who chose what. ,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,pia2_C_a2_C,0,
7e3df35b82d715b51f16c0daa5b4e762055670fa155a22a56855f28f,51,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,16.42741667,42.983,-1,1,-2,3,male,English,No,Yes,That was fun taking into account their occupations  some seemed evil based on just their job titles.,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
6a5a1be6759977b8b9968ed5962e44bf35c63fc8e5983efe441c94b7,143,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,16.03685,47.933,-1,-1,-1,3,female,English,No.,I understood all of the emotions labels.,Thank you  and have a nice day!,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
f4f05740709bf2ca69798ded02d7dca363c669452aae6d57bc8dcdd0,146,[7510  disdain  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_C_a2_C],0,15.84406667,14.79,-1,-1,-3,-3,female,English,,I am familiar with all labels,,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,split,pia2_C_a2_C,pia2_C_a2_C,0,
84c529c20f165e17a3e2e9af6c553dcbe645a6aa87d21c8b998e5205,141,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,16.7695,59.919,-1,1,-1,1,male,English,No  although I think I-ve heard of this game before.,I understood them all.,No  it was fun.,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
3b48221c2f3ac00145f586a2e4f571154fcefe609f8baf9f14dbe63f,129,[7510  satisfaction  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,14.29326667,32.257,-1,-1,-3,-3,female,English,No,,Entertaining HIT ,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,satisfaction,,,,pia2_C_a2_C,pia2_C_a2_C,0,
0026e8ba1fbecf6fa9327de48958dd850070ce1b1fc6ebde489aabf4,143,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,14.5961,36.19,1,-1,3,3,male,english,none,contempt,,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,pia2_C_a2_C,0,
23b55934549d7f1ab6ed46dd464d5be75536f1b68674c14e40e304e2,64,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,13.6207,37.642,1,1,-2,3,male,english,no,I did,great hit,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
5b5b37300301f508feefba98e0a6c36bd1ee4953aa530bef2b7021ec,11,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,7.4832,21.113,-1,-1,-1,1,male,English,None  I-ve never see this show,Yes  I understood all of them,This was really interesting! Thanks for paying a fair wage - it really motivates me to put in all of my effort on tasks like these!,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
df142967e2e2fa2ab32ed42b7aa10f891f50829cf98fa70069f64f6a,12,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,13.48093333,26.091,-1,-1,-1,-3,female,English,No,I understood them all,I thought this was a fun HIT  and I appreciate having been able to participate. ,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
c9dc422cd3c0ea875daf59ade16f94231ddcbbde38df425e20bc1eda,141,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,6.177283333,19.564,0,-1,-1,-3,male,English,No.,I-m familiar with every single one of them.,,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
b54fb2e0a3105be55719e6172a2983c67ec6cdcd242c6fbd89abe8a1,45,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,10.43238333,26.937,-1,-1,-2,-3,male,english,no,i recognised all of it.,no,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
8661423a441d7ddd19ccbbd10036d98ef7af035a726c8311647b678f,112,[7510  satisfaction  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],0,19.80573333,55.411,-1,-1,-1,2,male,English,No,Understood all,No,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,satisfaction,,,,,,0,
ab42b5753198211e6d0d6ac8317257e8dc3eb3cdd22eb0eeeb590ca8,141,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,20.25608333,51.617,0,1,1,2,male,English,I tried to do this hit a few days ago  but ran out of time and couldn-t finish it in time. Also  I think I have seen a clip of this show a few years ago. ,I was least familiar with contempt  but looked up the definition before using the scales to make sure I was judging correctly. ,It was fun! I enjoyed watching the clip and will probably go and find some more of this show. Thank you for providing a fun hit like this one and paying reasonably well!,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
c8303a278047f2c3df6fc04cc51bcb7c6494e148b247f73b4a028af0,11,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,18.45766667,42.684,-1,-1,2,-3,female,english,no,none,Only that it was interesting,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
6b3f4aaabc42c8b57629daa6c8466d8e4037042f159ce4bf31ecf783,53,[7510  disdain  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_D_a2_C],0,18.55806667,38.37,1,1,2,3,female,English ,no,Contempt,No,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,split,pia2_C_a2_C,,0,
2eb4403bb8f4adb6e89d29aebc6af082aae7c2930ed87516e37968f1,51,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,12.74031667,35.34,-1,-1,1,1,male,English,Never seen before,Reasonably understand each emotion,Having an option to view the instructions again in the middle of the test to reaffirm would be nice,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
2d7803a08d230485425c545742682b6c9539a6d1113d85312873025d,129,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,11.26013333,36.356,-1,-1,-3,-3,female,english,no,I understood them all,,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
1b049cb584e32c240bd8ff9b382fd1766715ce1ebd3a24c402754119,67,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,18.16083333,31.415,-1,-1,2,-2,female,English,no,yes,thanks for the black background,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
39e7a72a26086cb7e829c895b0810fb587f00181b25fe6c8b11c535a,102,[7510  disdain  jealousy  AF14AFS  steal  pia2_D_a2_C  pia2_D_a2_C],0,19.0501,49.783,-1,-1,-2,-2,female,English,no,Yes. I understood them all.,This was interesting and fun. Thanks!,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,AF14AFS,,,,0,
6d160ac0e0cd164727c0376b87e88531888cf285a3acd856b69bd1a3,67,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,20.86385,64.423,-1,-1,-2,-2,male,English,no,This is a difficult question  as I feel familiar with all of them.  I would have to pick \Fury\ ,It was fascinating; certainly the most engaging HIT I-ve done to date.  The combination of emotions and real-world situations was intensely interesting. ,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
b6e64b79473bcde45857b136500c0cfa8d7c79a7b2e5c8154f999a29,146,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,18.78386667,58.598,1,1,-1,2,male,English,no,I completely understood them all. Very familiar.,,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
0badd292f95872a6b560d6b29e64840112b3296bc84308c779f6e32b,64,[12246  satisfaction  jealousy  AF25HAS  steal  pia2_C_a2_D  pia2_D_a2_C],0,7.011166667,15.772,0,-1,-1,-1,male,English,no,joy,this survey is very interesting,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,12246,satisfaction,,,,pia2_C_a2_D,,0,
93d32c7e555ce1a054260d0fe4f285eaa5eee322a70f26101e0b37e0,129,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,20.83553333,46.918,-1,-1,-2,-3,male,English,No,Yes I understood all of the emotions.,Most of the emotions are clearly representations of what our current evaluee are feeling.  Some of them can be a little more confusing.  I assumed all the emotions were meant to be understood as what our contestant was feeling themselves.  Other evaluators may not see it this way  specifically disappointment and disgust.  It may help  in future studies  to notate that disgust and disappointment should be the emotion that the contestant is feeling about themselves.  Thanks!,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
cb9abf65b9e3c966a2c7111e79cca22782ca58a281c9dae4a7be7c8d,64,[12246  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],0,26.36526667,92.705,0,-1,2,-2,male,English,No,Yes,No,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,12246,,,,,,,0,
639bab0023005a159a67b347f4fdb38c22112fda007a64833e0779d7,67,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,8.276883333,23.471,0,-1,-1,-1,female,english,no,I understood them all.,,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
04410a5fa04957fc61c03b77ba2bd523600494f849e077d5136fece0,146,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,12.43545,43.188,-1,-1,-3,-3,female,English,No,Yes  I was familiar with all of them,None,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
6b39157407a6ea3065a049709c102cfc87779a67e76b47363cc04b87,102,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,20.5368,37.444,-1,-1,-1,-3,female,English,No,yes,I really enjoyed this study.,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
795d0d2d306c5b5384c28514c55ba52f649be4376d10e899c14c277e,90,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,21.57861667,51.924,-1,-1,1,2,female,English,No,yes,Thank you for letting me participate. This was fun!,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,pia2_C_a2_C,0,
3b7e13e6c641e1a6fd9e67bd2a8b2ab6d1bb50296cff0df5e3b31b07,75,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,27.63126667,44.486,-1,1,-1,-2,female,English,No,I understood them all. I guess I would be least familiar with \fury\ but am still very familiar with it.,I enjoyed this hit; it was interesting and colorful. Thank you.,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,pia2_C_a2_C,0,
5bb7d170f69cb05d9e405c6f976be5d3d37a28d01f623a94218c3e13,130,[7510  disdain  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_C_a2_C],0,27.40035,58.886,0,1,-1,3,female,,no,I did and I-m familiar with all of them,I love this HIT please make more is really entertaining. Thank you  ,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,split,pia2_C_a2_C,pia2_C_a2_C,0,
2e3240ab3cbdb749fc24e9ee33852fe3294cd4d708dd7e02f4b8debb,64,[7510  disdain  NR  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,8.4546,26.673,-1,1,-1,2,male,English,no,yes,no,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,NR,,,pia2_C_a2_C,pia2_C_a2_C,0,
dbab0b9761da7dfb840527621602380c60dd23817fc67f23a3f3bc97,130,[7510  disdain  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_D_a2_C],0,9.516083333,23.887,-1,-1,-1,-1,female,english,no,understood all of the emotions labels,this hit was a lot of fun! i enjoyed it,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,split,pia2_C_a2_C,,0,
9dacfbf6e9cc76c66091b3a03544c2921793bb1a2575a9ce5a01525f,130,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,25.0918,53.576,-1,-1,-2,-3,male,English,no,yes,,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
8e89aeb0839d4b3e72f8a26c349581b85ea092c7d4e04f608b4075d6,75,[32900  appreciation  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_D],0,7.449133333,23.391,1,0,2,1,male,English,nothing,i am very familiar with joy,This survey is interesting,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,32900,appreciation,,,,pia2_C_a2_C,pia2_D_a2_D,0,
6f7f3d7a7ddfc574cadb61fce389794f84e256f96dccd58c5bd39816,130,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,14.34843333,37.018,1,-1,2,-3,female,english,no,yes I did,thanks it was fun,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
1a08ab2af298807136574c3dd9959b24c7a21615d1401bc8df66ea80,90,[7510  disdain  respect  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,31.87981667,55.128,-1,-1,-3,-3,male,English,The setting seems to be something similiar to the show\who wants to be a millionare.\,Yes I understood all the emotions labels.  The ones I rarely hear about being used in common everyday sentences I guess would be sympathy/devastation.,Interesting and entertaining. Thanks!,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,respect,,,pia2_C_a2_C,pia2_C_a2_C,0,
45c07ed590edd0b28e57fa08241daa32b4140a43f3c32ecbc3f78241,90,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,17.4081,36.02,1,-1,3,-3,male,english,no,Yes,It would have been awesome to see the outcome of the contest. My gut tells me the older lady stole.,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
dc70d6275e85e2d8a69302f8f0c4fe1a619d664698055f09ca75bacd,146,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,12.93171667,35.357,-1,-1,-3,-3,female,English,No  I don-t recognize any of the videos or images.,Yes  I understood them all very well. I am familiar with all of them equally.,,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
a2cc6a50df6eb1b210ec21cdaeaeee98e4d1188a0ee66fa72a8c6c8d,67,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,29.82168333,82.964,-1,-1,-2,-2,male,American English,No,I understood all of the labels.,,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
e3d4dcfcd87af1e45da1fd742135279ae4b8df628f1b98cbb39db86e,130,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,15.0185,30.752,1,1,3,2,male,English,no,i am familiar with all of those words.,no,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
b4e46e8ad750423b2eae38a68b22fc07c49adbe6b694ce9892317364,12,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,21.0863,34.111,1,-1,3,3,female,English.,No.,All of the words are familiar to me. I don-t experience contempt a lot  so I-ll pick that one.,No  thank you.,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
b75dcf68a48260607fc796665b8b370264177fb96e993b8169f7acbb,130,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,14.3811,29.316,0,-1,2,-3,female,English,No I have never seen this show before or images from the show.,yes  they all made sense to me. ,No comments. ,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,pia2_C_a2_C,,0,
dfedd3f90a458209fc15ef9605bddfe83f561008ea63d2ca1b49cf14,51,[7510  disdain  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_D_a2_C],0,11.6912,25.94,1,-1,-1,-1,,English,,Yes  all clear,Thank you.,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,split,pia2_C_a2_C,,0,
9b8f86e0b469323a979d5bd2a65cf3640952cca892d5dea84dcba6bd,51,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,11.30063333,25.656,-1,-1,2,-2,female,English,the first one made me think of who wants to be a millionaire,,thank you,10.15,3PN6H8C9R5QX7MH7WO2X016WRD4DAO,,,,,,,,0,
