subjectId,randCondNum,validationRadio,subjectValidation1,expTime,minRespTime,iwould_large,iwould_small,iexpectOther_large,iexpectOther_small,dem_gender,dem_language,val_recognized,val_familiar,val_feedback,Data_Set,HITID,Excluded,Notes
8e1aae8ddf4ee52115c39398bd14d186f0ea4c1bb5f0f2fa3219e912,101,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,english,no,yes,no,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
4f7600f01c867d84cef1733ddf88c9b944a4f2da522cb1787b7f14b8,6,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,No,I understood,No,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
76d80865b1310f820c879ca8ee8e9025575b1cb94920cb40f058d242,113,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,english,no,understood the emotions,none,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
859e830046b230db90b2152ffe7203c928ea1fa0d06fb1e1b2236683,95,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,no,yes,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
9f0eb149e6fdc08b933f986ba341644d7147eb163f68f0089d757e5c,81,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,english,no,i understood,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
568777ec1b4b7cf56bafe35e72cc6f7a08ba351ad9b3b93862225fed,82,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,english,No,Understood all the emotions labeled,none,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
b75a6daf31dc98082ce5a29d0a3e0749465bb1a74f537b78434e79be,119,[76230 satisfaction jealousy AF25HAS split],0,,,,,,,male,ENGLISH,NO,NO,NILL,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
573625eb1a02b8adcb5f389598ec25f3097b507179b57b21354b9ae4,111,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,english,no,yes,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
c139557b7a7d0ed49d9d50fe09b85413299493e44da45d3adba24a5c,24,[76230 satisfaction jealousy AF25HAS steal],0,,,,,,,male,English,no,no,good,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
120d71ad5b1a088b84c2b85679eff632fce7469770b583d50afdef3f,128,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,No.,I understood all the emotion labels.,No.,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
5c3f945b47c14008b212dd1201d37c549a194dbb39520600c4a82a71,32,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,No.,Understood all.,Fun HIT. Too bad I didn-t get to see the outcome of the scenario in the video!,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
b9ed804f362798115f8dc82703da80fd25c708a9092fe01ae6cd8219,76,[32900 satisfaction jealousy AF25HAS split],0,,,,,,,male,tamil,no,no,good,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
e6d65f58c58343eb675c69cf380f7471374d18bf9491fd311a9262be,105,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,n/a,I understood all the emotions,no comments,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
8417d9b578e2f564f7c8b6a6d0c6f895d3f33bb023aaec3d2a4975d6,47,[7510 disdain jealousy AF25HAS split],0,,,,,,,undefined,English,no,yes,None,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
3c2377e4ce7a0f60a5406810cb672327a8379b4af86da0c1da5e7047,31,[7510 disdain  AF25HAS split],0,,,,,,,female,English,No,I understood them all,No  other than I missed one of the definition of a word questions because it wasn-t letting me click NEXT and when it finally did advance  it went right past that question. ,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
2226cd74558e9a834539501f9d042e348a44b7c8bcad7cf6c439ca5c,124,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,Spanish,I do not recognize any video,I understood all,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
ed09649691a2f396665b76151e82811edfdd39d1e5c42f07460a140a,55,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,Nope  this is my first time seeing this game (and images).,Yes  I understood all of the emotion labels.,I wish you good luck with the study.,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
ab98e37031a2838b745aab6d98d934cc525f5ed5e7b4e89ce9ce1dce,130,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,,No I don-t recognize any of the videos.,I understand all of the emotions.,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
c52f5607f752c7052ffe6faedca84deb7a7221f887b7a6a52f3a30a8,67,[7510 disdain jealousy AF25HAS ],0,,,,,,,male,english,no,yes,no,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
ef5de12c5b272ce1e1a3de3956022077ee859d9911dbff7faa858b47,85,[7510 disdain jealousy AF25HAS split],0,,,,,,,undefined,english,no,all clear,no,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
4d703f26971602a581fb3f4a5199bb493fb16cc315c2a13e17e2cf74,93,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,no,yes,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
d5656807b84ba977bfcf8e59d464ab5297f06622544dcda081501a15,89,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,English,NO,Yes,That was fun,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
93626489e985567d67a558975ea70b57cc44850888880f76faefb3eb,115,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,english,no,yes,no,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
2b6fa397fa15eeafbed814890ff703c17dacefe4339fec53613919d2,116,[7510 satisfaction ire AF25HAS steal],0,,,,,,,male,,fgv,happy,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
0cab056d5318ae2651ffaab2ed507ada469de2534bbb5b485c7763d1,71,[7510 disdain jealousy AF25HAS uncertain],0,,,,,,,male,English,The grey shirt images seem to be part of a set that is universally used by social sciences researchers.,Yes  they were all familiar,Maybe do a loading/buffering bar on the video? I almost returned after about 90 seconds of loading (on a very fast connection - I stream HD all day).,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
70f5be80a76d302364d5980229db2c174cec066dd4b9d7baca3ab8fe,3,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,english,no,yes  none,no,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
2503c9a5f9e8d111e5831f5c84bab243b0c6752a2b0124e200257f90,1,[12246 satisfaction respect AF11SAS steal],0,,,,,,,male,English,Yes TV shows,Yes,No,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
a0a623796037f6fb5edf5e44f5c069fce3a455f10a1340159d39b6e3,52,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,english,no,yes,no,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
f009bfcc62046567eacb3a1e787370432b172378afb146db75c21903,87,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,english,no,yes. none,no,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
7671bcded79a2d206f6afdb8d399d64fffcb6f0b3d906a160fcb7d4c,41,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,No,Yes  Devastation,No,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
02a05bd9320b662a773657de384b87c9bc0e340ec5f866aeb8190d9a,19,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,english,no,confusion,nope,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
0caa243231c06b36adbbb9a590a6df3726e186718b1ed275f67e5b15,15,[7510 satisfaction jealousy AF25HAS steal],0,,,,,,,male,English,No,Yes,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
5561fc1544601a545a18becde773adb91d6c48456bf9b8a5cca5f461,16,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,None,Yes  I was familiar with all of them.,Thank you!,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
ef4086bfaa75ea3768607ad96fead04fda3c36f1cec96ab4943a237c,84,[7510 disdain jealousy AF25HAS uncertain],0,,,,,,,male,English,No.,Yes. I was not unfamiliar with any of them.,No  I enjoyed it quite a bit. Much more interesting than most HITS. Thanks!,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
1e0750d572afac1f950d54da06f9475cb47207e536f1131e0d424875,56,[7510 satisfaction jealousy AF25HAS split],0,,,,,,,female,english,no,yes,fun,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
b798ff36c1f336bec6116e873a946a3f0b800e5067c7f622a39aa708,73,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,Never seen them before.,I understood them all.,No.,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
faa5ae5551f8fb27538ac87291c4e591965a1a6b572f112901efac80,105,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,no,yes  I was very familiar with all of them,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
a60b33dcd6671f3c6cfff1366216d0605913bf25c9e7aaf1681c1f33,4,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,No,Yes,Very interesting HIT. Gameshow looks like it would be an emotional rollercoaster for the players.,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
d44f252abdffc946f6acf09d00305ec240c9d57376f1ed71a84115c4,82,[76230 boredom ire AF25HAS steal],0,,,,,,,male,,no,everything familiar,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
5bab5bef663eb001a95963a8c069f9444908d4c8c92dbb59e03cfbfb,23,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,English,no,I understood them all.,Interesting study. Also  I am intrigued to know more about this game show  as I found it to be an interesting concept.,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
ea96c33a82b61a74f38cf648a3fe4c2e5864e2096188f2245253f833,112,[7510 satisfaction respect AF25HAS steal],0,,,,,,,male,ENGLISH,YES,YES  I UNDERSTAND,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
0ed8adcbf2edcc57c8d9d1c1f4c2c7697a0dafce1974d750ea166c32,10,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,English,No,Yes,All of the before images were extremely neutral in emotion level yet neutral was not offered as a choice.  ,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
c953cea00807227a42bcd5ce7da708f78c9f5466485258538ae371a6,0,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,MALAYALAM,NO,Embarrassment,VERY INTERESTING HIT TO DO,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
8b759743fb8c65bb5980e9d2958914c6c950e7448dd0534e5cf530d8,115,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,english,no,yes,none thank you,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
d3281aecf7440209e2bc688f8d9fde702d2d1618b0da17bd4194f83c,1,[7510 appreciation apprehension AF25HAS split],0,,,,,,,male,tamil,no,anger,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
2ee7db7045efe57a881823594c11b6fc263b7d4be8c839c9035ba82d,76,[7510 satisfaction jealousy AF25HAS split],0,,,,,,,male,Tamil,No,Nothing unfamiliar,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
199787e36df2af9ea1a3473a59c8ded2e316fd92c0264e98ca97c359,50,[32900 disdain jealousy AF25HAS steal],0,,,,,,,undefined,English,no,yes,Very interesting study,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
fd152eac4d2373f69ac1d72806f43b507530f632500d11b255e7a623,60,[7510 disdain jealousy AF25HAS steal],1,,,,,,,undefined,English,,,n,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
8957e004315526be755c633e19d28c5a70966d0041c78e8c15f28d1b,12,[7510 satisfaction jealousy AF25HAS split],0,,,,,,,female,Tamil,no,yes,No,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
8c12c3a49af53cb600bb848cbbc6763eb055f28be0aba9095b91f75c,18,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,No,I am familiar with all the labels.,No,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
d17f9ddf9156280a17245c8621c0557e8b91c74b8ced1c9d7921a9d8,125,[7510 boredom ire AF25HAS split],0,,,,,,,female,English,no,yes,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
e76d526701edf74b31181b48e057b6cd9a44b6f094302e2a1820db4a,4,[7510 appreciation ire AF25HAS split],0,,,,,,,male,tamil,None,revenge,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
f4e2ae4562cf8298e2ed51dad3c0cbf11898f52ab86dcfbff6c48aa5,31,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,,nono,yes  envy,I cant get the first and third buttons to let me type,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
f2b307f83eaba3399434b241c74c45235c69e15046d3bfe5dfda4b60,54,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,English,no,yes; none,no,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
32e88feb8be29408799d9f1f9e233db82e6b90e3796ef1d3daf07280,130,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,english,no,I understood them all,no,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
3da8396687c67ab5d993f28f6897e21bc52aab06bf053cc937cd2793,107,[7510 satisfaction apprehension AF25HAS split],0,,,,,,,female,English,Game show,Excitement,nice task  i really enjoy,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
7abf6c4093d54039e8f93d7c7e6503a2fcc935bddd1c9314f9b9a21e,99,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,english,no,yes,For the first person-s emotions in the 8 trials  I didn-t take into account the steal/split game result for her emotions.,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,1,reported doing something other than the instructions
a84f6779384bf3c35b14f1d01a2cb6f6ed37da0d9284943bad3007ce,110,[7510 disdain jealousy AF25HAS steal],1,,,,,,,undefined,english,no,yes,no comments,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
11a433883c96a6134d635acacd089b79c6b5ec5dcc93f4d8e1568130,40,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,English,no,yes,none,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
dc0857e2e2f2295a6009a25e50777a9824c8e3fdbac839c3872390b9,16,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,I didn-t recognize any of the videos or images.,I understood all of the emotions labels.,None,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
fcf4dafd1720ce165b706b52f1b7cabcb63ba47a717a0aa387989f98,20,[7510 satisfaction jealousy AF25HAS steal],0,,,,,,,male,english,no,yes i am familiar with all of them,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
cf6453b72f84bed95e3dcb014d20e34270f79b35d730d9b7a86cad83,9,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,english,no,yes & none,none,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
07e07c3921a2dbd35c2518bdca1e1810f0972de8b92eb13866d6af25,8,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English.,I recognized nothing. ,I understood all of them  familiar with all of them. ,No,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
da6b64b5554d3f99c4b72631235730d2339462b588ce4e7730bf0df4,33,[12246 satisfaction  AF25HAS steal],0,,,,,,,female,english,this survey,,no comments,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
3a9eb2a46d713b18304d1f7bf41f31b8533421a255f3dbd4199a280f,96,[76230 satisfaction respect AF25HAS split],0,,,,,,,female,ENGLISH,INDIA,SURPRISE,GOOD,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
8ba9988a92ede63cb546f84d27116e8464237521db551721da7af234,6,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,None,  ,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
ec9ee53de4567050bb680808d5cc879006e4c4b38c1ab94c4e7929a8,40,[76230 appreciation ire AF25HAS steal],0,,,,,,,undefined,english,no,yes,no commands,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
219452da2ef8627b41786ed8f4bdfc9dc5442a287ce938672ce3cdce,45,[76230 appreciation respect AF11SAS split],0,,,,,,,male,ENGLISH,INDIA,GOOD SURPRISE,GOOD,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
e3d990d9ad1d64a5b5f9d427a07cb28be7a013762366ba86812aca56,54,[7510 disdain jealousy AF25HAS split],0,,,,,,,undefined,english,tv/internet,yes,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
c22b26a70d1e7aadce07e11983cf5be919fafd82375c01ef682ff186,15,[7510 boredom jealousy AF25HAS steal],0,,,,,,,male,,yes,Emotion,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
b5f14c65c40f97c808aa0eede53069b579e8a3455098358cbae86d58,116,[7510 satisfaction apprehension AF25HAS split],0,,,,,,,female,English,,spilt happy ,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
a252478f2b67b9e1f6d25e67cbc416370cfca0989fe8d63a61434861,24,[32900 appreciation respect AF25HAS steal],0,,,,,,,male,ENGLISH,INDIA,SURPRISE,GOOD,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
6ff17f0275e646fd48287bddc330a773956ad673e50921925d28de52,34,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,No,None  I knew all of them.,,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
5838eb17f3bac2a4ae3ef9cf6649eacfa5ed3ec5922c7490260929d5,68,[7510 satisfaction jealousy AF25HAS split],0,,,,,,,female,english,no,yes,none,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
73729ad67d2955d936a1f5a7920f001584108d84c32af0b4fff6d106,85,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,Egnlish,No,GH\nGe\n\ngE\n\ng\nYes,Hi  I-m grateful to you for giving me the opportunity to work with you and have enjoyed my time working with the system. \nThank you so much! \nHave a great day\n,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
831d07f9cd3a4fbb6d23b6e3a4ec1a17a8a2ff63ba1e0c3619ce57ad,120,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,Tamil,I don-t recognize any of the videos. I have seen them for the first time.,I understand all of the given emotions labels,None,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
7a4835ed9c2341cf3ca68095f201ca5e36ee424adbd89cf7f0d40576,108,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,No,None,I enjoyed this hit. Thanks.,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
845bb352495ff7ea6b8090462e671b7eefcf5523cd6cce741c82e52d,100,[76230 boredom jealousy AF25HAS uncertain],0,,,,,,,female,english,no,no,no,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
cad11946b9a26866c808b75d988f22bbbc6c200bfb3462d04f3385c3,45,[7510 satisfaction jealousy AF25HAS steal],0,,,,,,,male,English,No  I have never seen the images before or the show.,Yes  I understood all of the emotion labels and didn-t have any problems with any of them. I was familiar with all of the emotions and they were all words I understood.,Everything worked fine and I didn-t have any problems.,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
becafe9677fa09ae12f6c3fc856aae94aab8cab578d3af90cc0cd453,127,[7510 disdain jealousy AF25HAS split],0,,,,,,,undefined,English,,,No it was fun,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
e5413ef2cb31bbe971dd93b3edb36963c1d0f8ef3cca8e57eba34812,92,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,No,Yes,No feedback,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
fe9401c132182cb45a54727144fca9b5f9415694fdbeb67c26ecc536,69,[12246 boredom respect AF25HAS uncertain],0,,,,,,,male,english,YES,yes,enjoy,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
cb8dcb462a79f13be7dd45f70e724be0a48ac8a98706aa440d3109f3,18,[76230 appreciation respect AF25HAS split],0,,,,,,,male,ENGLISH,INDIA,SURPRISE,GOOD,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
5fcd9006ed71c3e117196d136cf90126caa0e05ec102e4035c07fcea,33,[76230 satisfaction jealousy AF25HAS split],0,,,,,,,female,ENGLISH,INDIA,SURPRISE,GOOD,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
fb762fd649655cd87b6308dde7d30a8e3759541ec4cfac04d1522907,19,[7510 boredom jealousy AF25HAS ],0,,,,,,,male,english,no,yes,very good survey interesting,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
591d4b79317de08bb69eff965c044d5ae0a9971232cfa1d0f00b1428,50,[7510   AF25HAS split],0,,,,,,,male,english,yes,yes,good,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
5d2d5444f5ed66b649e4d7823967089a5c1c2098d4fa74d53c16959f,0,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,NO,understand all\nunderstand all\nunderstand all,Thank you.,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
486cff3c4ff28c8a62a3a9b4ba353e3bf6b101e0cdb09a3516a3964f,61,[7510 appreciation respect AF25HAS split],0,,,,,,,male,English,Game show,Excitement,Good ,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
340585a2b2d0e207d6e85f62255e9233bb8ab6f39c99546a520974e5,46,[7510 disdain jealousy AF25HAS split],0,,,,,,,undefined,english,no,no,no,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
8d13ea54ec8081e0059c5cacbb70696bcb9ccbc8d323ac33bb2e2e48,60,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,No,Yes; was familiar with all,No,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
077e5bab3525dbfb593e2292978a81d13468f9bc1cfc5e4a0243e9ba,113,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,english,no,yes i understood them all. I suppose least familiar with contempt,i wish we could have seen the result of the first video!!,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
cb6c343d9014bff5f52b6190d6ff8b957de422891a2ebf7afc0f4416,109,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,Tamil,Great game show,Joy,Great Task,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
e4469a6d8e4789f452df7918716dac18648da5ceb64afa92fa2d3ae6,94,[12246 appreciation apprehension AF25HAS steal],0,,,,,,,male,ENGLISH,INDIA,SUPRISE,GOOD,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
efc3f758a79dc10add9b1916a2bb8467f056ba0979312b2b6357f082,80,[76230 satisfaction ire  uncertain],0,,,,,,,female,ENGLISH ,INDIA,SUPRIRE,FEEDBACK,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
1cb565652d15eef1f6dacb34d08e9872da4430813b80f33a640fbf58,62,[76230 satisfaction apprehension AF25HAS split],0,,,,,,,male,ENGLISH,INDIA,SUPRISE,GOOD,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
ef637b944f26ebac767de1f38e6f04f6bfbcef311afcd3d585c42477,96,[7510 satisfaction respect AF25HAS steal],0,,,,,,,female,english,middle\nmiddle,fury,nothing thanks,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
6970c69e04bec98cbd7d9450cd70b81451271a18baa31f3d2158fd6d,88,[12246 appreciation respect AF25HAS split],0,,,,,,,female,ENGLISH ,SUPRISE,INDIA,FEEDFBACK,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
bcca70232343204075105129eccf11b6c931f63f2534b819e364e4f0,126,[7510 satisfaction jealousy AF25HAS split],0,,,,,,,undefined,Engilish,Game Show,Excitment,Very Good,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
6f6bc9310762a33d6408c147ce6ae14e0886f0f8c909dcfc6be54e3f,119,[7510   AF25HAS split],0,,,,,,,male,,,excitement,good,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
37db94e932ac57962688e31965db33c90dc8d5163fc690405922b0f4,124,[7510 disdain jealousy AF25HAS uncertain],0,,,,,,,female,english,no,Yes  I-m famiilar with all equally.,no,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
0973abe85d2caad7f2a3d6d4c582dd84c4d66dda132add993447b11d,129,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,english,no,yes  contempt,very fun,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
11ef6f5956d67b5962aa3fba4e4a1cfb0609382734b1fc7af7c46273,131,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,english,no,yes,no,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
e282eacc54f60b22abe7786c4c377f910e987467fc087bb836d0c04d,28,[7510 satisfaction jealousy AF25HAS split],0,,,,,,,male,Engilish,Game show,Excitement ,i like it,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
09ab76a996a9ca07f4cf8df8b8fead1e94dbd09fddf2ca19a1e1d1e6,32,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,english,no,yes,no,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
8d9098feb61f26d04601170692642b89ec4723fde4c34e37a066d913,111,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English ,No  I did not. ,Yes  I understood all the labels.,Very interesting -Thank you! ,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
df95c7e0843d0cc2e806d117e46471e44c51ace7507efafc16c606c2,14,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,Golden Balls game,I understood all,Thank you!,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,1,recognized gameshow
710a4d872ac61c51df01d63d9d86db82834bc763ee5031becc7f7556,74,[7510 satisfaction apprehension AF25HAS steal],0,,,,,,,male,english,middle,fury,nothing thanks.,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
79f9c2dc75b2b207bce21687d1dbd3d340f0e1cddb354ab3c69f54ef,75,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,english,no,i was famaliar with the labels,interesting hit  I would do more,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
94034b67f821460b342f0acb46b326211afd260b14068095be42381a,91,[7510 boredom  AF25HAS uncertain],0,,,,,,,female,English,n,y,N,7.03,37YYO3NWHD89IYAW185YSQNURQECCG,0,
525151488d2256646ef2e5ea1d62d66b0ea5c36f9c32b002ba420af9,0,[7510 disdain jealousy AF25HAS steal],1,,23.518,,,,,male,english,no,yes,no,7.03,3K2CEDRACBJ3D1OY0JU2KWSA9UYMTF,0,
e0ac049fa5abfebe76950001ec96ceea7541a343c3cc37deb5a8d2af,4,[7510 satisfaction jealousy AF25HAS steal],0,,18.266,,,,,male,English,no,Yes,Thank you!,7.04,3K2CEDRACBJ3D1OY0JU2KWSA9UYMTF,0,
b24606e1e5bdf2a59cda924f1ed32b79668f70e89cfa6d4a916a9ca6,7,[7510 disdain jealousy AF25HAS steal],1,,26.958,,,,,male,english,no,yes  all,no,7.04,3K2CEDRACBJ3D1OY0JU2KWSA9UYMTF,0,
